0 , 1 ,, queens, 0.973689,0.771141,0.709584,0.620409,0.481921,0.778557,0.536967,0.302961,0.77895,0.966011,0.805589,0.663113,0.57509,0.980242,0.847462,0.852997,0.477527,0.765317,0.909068,0.727485
0 , 2 ,  , worker, 0.726116,0.860658,0.746769,0.629903,0.282417,0.935992,0.712007,0.897585,0.517857,0.637336,0.736882,0.696712,0.49805,0.675288,0.772691,0.569467,0.681774,0.767991,0.151829,0.932843
0,,0,0,,0.618,1.00503,,0.592571,0.779911,,-0.0149834,-0.00294641,-0.0173878,-0.0158777,-0.0266948,-0.0260256,-0.0233451,-0.0232464,-0.0129934,-0.00712968,-0.0143495,-0.00464698,-0.0255094,-0.00471074,-0.021331,0.0065803,-0.0239499,-0.013534,0.00395967,-0.0218292,,-0.00717661,-0.00577023,-0.0154891,-0.0169347,-0.0473045,-0.00239649,-0.0105639,0.00827389,-0.0312723,-0.0227745,0.00102275,-0.0258511,-0.0340969,-0.0134969,-0.00660981,-0.0239527,-0.0108099,-0.00877874,-0.0315312,-0.00442161,,0.0686423,0.0725611,0.0798852,0.0787159,0.0838088,0.078473,0.0647518,0.074247,0.0865294,0.0647579,0.0817106,0.0711246,0.0848138,0.0710215,0.079949,0.08538,0.0783354,0.0872562,0.06952,0.0720242,,0.0637469,0.0804991,0.0703055,0.0812216,0.0919557,0.0801181,0.0955879,0.0839194,0.07344,0.0873401,0.0797382,0.0854127,0.0756612,0.0783633,0.068624,0.0833468,0.0714319,0.0758724,0.073744,0.0688159
0 , 3 ,  , worker, 122,198,212,172,93,98,35,14,12,10,7,5,2,0,0,2,1,0,0,0,
0 , 4 ,  , queen, 27,214,212,205,186,29,52,55,4,0,3,6,6,0,0,0,0,1,0,0,
